skill_1,skill_2,skill_3,skill_4,skill_5,skill_6,skill_7
Architecture,Big Data,Data management,Data Mining,Data Studio,Excel,Looker
Agile,Bigtable,Cassandra,Data pipelines,Data quality,Distributed Systems,GCP
Business Intelligence,Data analysis,Data warehouse,Engineering,Git,Snowflake,SQL
Agile,Ansible,Architecture,Azure,CI/CD,Computer Science,Consulting
Airflow,Architecture,Athena,AWS,Azure,Big Data,Bigtable
Agile,AWS,Azure,CI/CD,Distributed Systems,Engineering,Python
A/B testing,Banking,Blockchain,Classification,Clustering,Crypto,Engineering
Airflow,APIs,Architecture,BigQuery,CI/CD,Computer Vision,Databricks
Agile,Data strategy,Data visualization,KPIs,SQL,Tableau,N/A
Data Warehousing,GitLab,Python,SQL,N/A,N/A,N/A
Agile,Architecture,Azure,Business Intelligence,Computer Science,Data analysis,Data Analytics
Classification,Clustering,Computer Science,D3,Deep Learning,Engineering,Keras
Airflow,APIs,AWS,Azure,Consulting,Data Warehousing,Engineering
Agile,Airflow,Architecture,AWS,Azure,Big Data,CI/CD
Agile,Business Intelligence,Data quality,Predictive modeling,SharePoint,Statistics,N/A
Architecture,AWS,Engineering,GCP,Generative modeling,Google Cloud,HuggingFace
Agile,Architecture,AWS,Big Data,BigQuery,Computer Science,Databricks
APIs,Architecture,Big Data,PhD,Privacy,Research,Security
Ripple,APIs,USD 69K - 128K *,Competitive pay,Big Data,USD 69K+ *,Flex hours
Agile,APIs,Architecture,Athena,AWS,Computer Science,Data analysis
Architecture,AWS,Consulting,Data pipelines,DevOps,Drug discovery,Engineering
Agile,APIs,Architecture,Azure,Bitbucket,Business Intelligence,CI/CD
APIs,Architecture,AWS,Data governance,Engineering,Excel,Jupyter
A/B testing,Airflow,ANN,Engineering,ETL,Golang,Keras
Azure,Data Analytics,Engineering,Industrial,Power BI,N/A,N/A
AWS,Data analysis,Data Analytics,Oracle,Research,Statistics,Survey data
Agile,APIs,Azure,Big Data,Computer Science,Databricks,Data management
Computer Science,Data analysis,Data Analytics,Engineering,GCP,Google Cloud,Machine Learning
Agile,AWS,Azure,Banking,CI/CD,CSV,Data management
Airflow,Architecture,AWS,Business Analytics,Computer Science,Data pipelines,Engineering
Architecture,AWS,CX,DevOps,Engineering,GCP,Google Cloud
API Development,APIs,Architecture,Athena,Data pipelines,Data quality,Data warehouse
Avro,Big Data,Computer Science,Consulting,Data governance,Data quality,Data Warehousing
APIs,Engineering,GCP,Google Cloud,LLMs,Machine Learning,ML models
Computer Science,Consulting,Economics,Engineering,Finance,Industrial,Power BI
C++,Computer Science,Computer Vision,Machine Learning,ML models,NLP,OOP
Data governance,Data management,Finance,Industrial,Oracle,Power BI,Python
Airflow,Architecture,Business Intelligence,Dagster,Data governance,Engineering,Machine Learning
Architecture,Biology,Classification,Computer Science,Data quality,Data visualization,Engineering
Airflow,Architecture,Data management,Data pipelines,Data strategy,Data warehouse,Django
Airflow,Architecture,Athena,AWS,Azure,Big Data,Bigtable
Agile,APIs,Big Data,Classification,Data analysis,Data pipelines,EDA
Data governance,Data warehouse,ETL,Hadoop,Industrial,Linux,Oracle
Data analysis,Data Studio,Excel,Power BI,SQL,STEM,Tableau
BigQuery,Classification,Data analysis,Engineering,GCP,Git,GitHub
SLAM,Sports industry,Streaming,N/A,N/A,N/A,N/A
Agile,APIs,Big Data,Classification,Data analysis,Data pipelines,EDA
Airflow,AWS,Computer Science,Crypto,Data Analytics,Engineering,Finance
AWS,Engineering,ETL,Looker,Snowflake,SQL,N/A
API Development,APIs,Blockchain,Computer Science,Data Analytics,Scala,SDLC
Architecture,Computer Science,Engineering,Keras,Machine Learning,Mathematics,ML models
Agile,APIs,Architecture,AWS,Business Intelligence,Computer Science,CSV
Banking,Data strategy,Finance,FinTech,ML models,N/A,N/A
Economics,Engineering,Machine Learning,Mathematics,PhD,Python,R
Agile,Banking,Data analysis,Git,KPIs,Python,R
BigQuery,Data strategy,Mathematics,Nonprofit,Python,R,Redshift
A/B testing,AWS,Classification,Deep Learning,Docker,EC2,Engineering
Ansible,Architecture,AWS,Computer Science,Docker,E-commerce,Engineering
A/B testing,Athena,AWS,Business Analytics,Business Intelligence,Computer Science,Computer Vision
Agile,APIs,Architecture,Azure,Computer Science,Consulting,Consulting firm
Agile,Azure,Business Intelligence,Computer Science,CX,Data analysis,Docker
Agile,AWS,Azure,Banking,CI/CD,CSV,Data analysis
Bayesian,CI/CD,Computer Science,Data analysis,Data management,Engineering,Genetics
Agile,Banking,Data analysis,Git,Python,R,R&D
AWS,Azure,Computer Science,Data Warehousing,Engineering,NumPy,Power BI
Data analysis,Economics,Engineering,PhD,Python,R,SQL
Airflow,AWS,Computer Science,Data Analytics,Data pipelines,Data warehouse,Engineering
Agile,Angular,Git,JavaScript,Privacy,React,Vue
Azure,Banking,Big Data,Computer Science,Data warehouse,ELT,ETL
AWS,Machine Learning,SageMaker,N/A,N/A,N/A,N/A
APIs,AWS,Computer Science,Engineering,ETL,FinTech,Jupyter
Data analysis,Data visualization,E-commerce,EDA,Engineering,Excel,KPIs
AWS,Computer Vision,Crypto,Deep Learning,Engineering,Machine Learning,Model deployment
Research,N/A,N/A,N/A,N/A,N/A,N/A
Data visualization,Docker,Kubernetes,Linux,Open Source,PhD,N/A
Data pipelines,E-commerce,FinTech,Pipelines,Python,R,SQL
Business Analytics,Computer Science,Data Mining,Data Warehousing,ETL,Machine Learning,Predictive modeling
Computer Vision,Deep Learning,Docker,Keras,LightGBM,Linux,Machine Learning
Data Analytics,Excel,Power BI,Python,R,SQL,Tableau
Architecture,Classification,Computer Vision,Deep Learning,Industrial,Keras,Lidar
Architecture,AWS,BigQuery,Computer Science,Data analysis,Data Analytics,Data pipelines
Airflow,APIs,Big Data,Bitbucket,Blockchain,CI/CD,Computer Science
Business Intelligence,Data Analytics,Data management,Engineering,Excel,Finance,Mathematics
A/B testing,APIs,Biology,Data quality,E-commerce,Engineering,Excel
BigQuery,Economics,Engineering,Excel,Mathematics,MPP,NumPy
Airflow,Deep Learning,DevOps,Engineering,Genetics,Kubeflow,Kubernetes
Causal inference,Computer Science,Consulting,Data management,Data visualization,Economics,Engineering
Agile,AWS,Azure,Banking,CI/CD,CSV,Data management
Banking,Data analysis,Data Analytics,Economics,ETL,Mathematics,Physics
APIs,Architecture,Data management,Engineering,Excel,Power BI,SharePoint
Agile,Architecture,AWS,Azure,Banking,Big Data,Clustering
AWS,Classification,Computer Vision,Deep Learning,Docker,EC2,Git
Airflow,AWS,Data management,Data quality,Excel,JavaScript,JSON
Agile,Ansible,Architecture,Azure,CI/CD,Computer Science,Consulting
Computer Science,Git,Mathematics,OKR,Physics,Power BI,Python
Big Data,Business Intelligence,Computer Science,Excel,Machine Learning,Mathematics,PhD
Agile,Architecture,Azure,Big Data,Business Intelligence,Computer Science,Databricks
Computer Science,Deep Learning,HPC,Machine Learning,Mathematics,PhD,Physics
Architecture,Data analysis,Data Mining,Engineering,ETL,Machine Learning,Power BI
Agile,Deep Learning,Distributed Systems,Engineering,Excel,Machine Learning,ML models
Agile,APIs,Architecture,AWS,Business Intelligence,Computer Science,CSV
Data Analytics,Engineering,Julia,Machine Learning,Python,R,SQL
Agile,Architecture,AWS,Azure,Business Intelligence,Data analysis,Databricks
AWS,Big Data,Computer Science,Data analysis,Data Analytics,Data quality,Deep Learning
Airflow,Architecture,AWS,Azure,Big Data,CI/CD,Classification
APIs,Data Analytics,Data Studio,Data visualization,JavaScript,Tableau,N/A
Computer Science,Deep Learning,HPC,Machine Learning,Mathematics,PhD,Physics
Agile,APIs,AWS,Azure,Big Data,Databricks,DevOps
Big Data,Computer Science,Consulting,Data analysis,Data Mining,Data quality,Economics
Airflow,BigQuery,Business Intelligence,Dataproc,Data Studio,ETL,Excel
Business Intelligence,Excel,Genetics,N/A,N/A,N/A,N/A
Big Data,Business Intelligence,Data Analytics,Data governance,Data management,Economics,ETL
AWS,Azure,BigQuery,Computer Science,Consulting,CX,Databricks
APIs,Computer Science,Engineering,GCP,Google Cloud,.NET,Python
Azure,Classification,Clustering,Computer Science,Computer Vision,Databricks,Data management
Computer Science,Data analysis,Engineering,Machine Learning,Mathematics,N/A,N/A
Agile,Airflow,Architecture,AWS,Big Data,CI/CD,Data Analytics
Data analysis,Data visualization,Machine Learning,Python,R,R&D,Research
Airflow,Architecture,Athena,AWS,Azure,Big Data,Bigtable
Agile,Airflow,APIs,Azure,Big Data,Business Intelligence,Computer Science
Agile,APIs,Architecture,Athena,AWS,Computer Science,Data analysis
ANN,CX,Engineering,Golang,Helm,Python,Research
Biology,Consulting,Data Analytics,Data quality,Genetics,PhD,Python
Azure,Databricks,DevOps,Engineering,Machine Learning,Power BI,Python
Agile,AWS,BigQuery,DynamoDB,Engineering,GCP,Lambda
Computer Science,GCP,Google Cloud,Machine Learning,Mathematics,NLP,Python
A/B testing,Agile,Data Analytics,Engineering,Genetics,Machine Learning,Pipelines
Blockchain,Crypto,DataOps,Machine Learning,ML infrastructure,N/A,N/A
Biology,Causal inference,Clustering,Computer Science,Data analysis,Deep Learning,Economics
DataOps,Finance,Flink,N/A,N/A,N/A,N/A
Agile,Architecture,AWS,Azure,BigQuery,Bigtable,Computer Science
Causal inference,Computer Science,Econometrics,Engineering,Finance,Mathematics,PhD
Data Studio,GCP,KPIs,Python,SQL,Tableau,N/A
Consulting,Excel,Python,Research,SQL,Statistics,N/A
Architecture,AWS,Big Data,Business Intelligence,Data Analytics,Distributed Systems,Engineering
APIs,Architecture,Azure,Classification,Clustering,Computer Science,Consulting
Agile,Ansible,Architecture,Azure,CI/CD,Computer Science,Consulting
Computer Science,Computer Vision,Consulting,Deep Learning,Economics,Engineering,Finance
Airflow,Athena,AWS,Big Data,BigQuery,E-commerce,Economics
Agile,Big Data,Data Mining,Distributed Systems,Golang,Machine Learning,PhD
Airflow,APIs,Big Data,BigQuery,Dataflow,Docker,Engineering
Architecture,AWS,Business Intelligence,CI/CD,Data pipelines,Deep Learning,Docker
APIs,AWS,Engineering,Nonprofit,Pipelines,Redshift,SQL
APIs,Data management,Distributed Systems,Engineering,ETL,Excel,GCP
Airflow,Athena,BigQuery,Data Analytics,Data visualization,Engineering,Jira
Computer Science,Engineering,Lidar,Linux,Machine Learning,Prototyping,Python
Architecture,Athena,AWS,Big Data,CI/CD,Elasticsearch,Engineering
Architecture,Tableau,N/A,N/A,N/A,N/A,N/A
Ansible,APIs,Architecture,AWS,Azure,Computer Science,Consulting
A/B testing,Classification,Clustering,Computer Science,Data analysis,Data Mining,Machine Learning
Agile,AI governance,Big Data,Computer Science,Deep Learning,Flink,Golang
Agile,APIs,AWS,Big Data,BigQuery,Data pipelines,Data warehouse
AI strategy,Architecture,Blockchain,Computer Science,Engineering,Finance,Machine Learning
Airflow,AWS,CI/CD,Computer Vision,Databricks,Data governance,Data pipelines
Data strategy,Data Studio,Excel,Power BI,Python,Research,Tableau
A/B testing,Computer Science,Data analysis,Data quality,Economics,Engineering,Machine Learning
Airflow,Azure,Big Data,Computer Science,Databricks,Data Mining,Deep Learning
Big Data,Business Intelligence,Data Analytics,Industrial,KNIME,Python,Spotfire
Azure,Databricks,Data warehouse,DevOps,Engineering,MLFlow,Pipelines
Classification,Computer Science,Computer Vision,Engineering,Feature engineering,Keras,Machine Learning
Business Intelligence,Data analysis,Data governance,Data management,DataOps,Data quality,Excel
CI/CD,Deep Learning,Engineering,Kubernetes,Machine Learning,ML models,NumPy
Azure,Big Data,Computer Science,Data analysis,Engineering,Excel,Grafana
Data analysis,Data visualization,Engineering,Predictive modeling,Python,R,Research
Airflow,Architecture,AWS,Business Intelligence,CI/CD,Data warehouse,Engineering
AWS,Azure,Computer Science,Data Warehousing,Elasticsearch,Engineering,ETL
Agile,Business Intelligence,Data Analytics,Databricks,Genetics,Git,Machine Learning
Computer Science,Engineering,Lidar,Linux,Machine Learning,Prototyping,Python
Big Data,Classification,Computer Science,Computer Vision,CUDA,Deep Learning,Engineering
Architecture,Business Intelligence,Computer Science,Consulting,Data governance,Data quality,Data Warehousing
Data Studio,OKR,SQL,N/A,N/A,N/A,N/A
Agile,Big Data,Computer Science,Data Mining,Distributed Systems,Golang,Machine Learning
Agile,Big Data,Business Intelligence,Engineering,FiveTran,GitHub,SQL
Agile,Business Intelligence,Data analysis,Data Analytics,Data pipelines,Data quality,Data warehouse
Autonomous Driving,Consulting,Engineering,Jira,Linux,Python,Radar
A/B testing,AWS,Business Intelligence,Data Mining,Looker,SQL,Statistics
Big Data,BigQuery,Computer Science,Data analysis,Data Analytics,Data Studio,Economics
A/B testing,Consulting,Data analysis,Data Mining,Economics,Excel,KPIs
Architecture,AWS,BigQuery,Computer Science,Data Mining,Data quality,KNIME
Agile,Ansible,AWS,Azure,DevOps,GCP,Linux
Business Intelligence,Economics,Excel,Genetics,N/A,N/A,N/A
Agile,Architecture,Banking,Data analysis,Data quality,Excel,Scrum
Architecture,AWS,Computer Science,Databricks,Data management,Data quality,Elasticsearch
Agile,AI governance,Big Data,Distributed Systems,Golang,Machine Learning,PhD
Banking,Economics,Finance,Power BI,Statistics,N/A,N/A
Computer Science,Data Studio,Data visualization,Economics,Engineering,Excel,Looker
Agile,Airflow,APIs,Azure,Big Data,Business Intelligence,Computer Science
APIs,Docker,E-commerce,Engineering,FinTech,Kubernetes,Machine Learning
Computer Science,Data pipelines,Data quality,Engineering,ETL,LookML,Mathematics
BigQuery,Business Intelligence,Data Analytics,Data visualization,Data warehouse,GCP,Google Cloud
Architecture,Banking,Consulting,Data analysis,Data management,Data warehouse,Finance
APIs,AWS,Data analysis,Data pipelines,Data quality,Engineering,FiveTran
A/B testing,Airflow,Banking,BigQuery,Blockchain,Causal inference,Classification
Airflow,Architecture,AWS,Business Intelligence,Data warehouse,Engineering,ETL
AWS,BigQuery,Bigtable,Computer Science,Consulting,Consulting firm,Databricks
Agile,Banking,Computer Science,Data Analytics,Data governance,Data Studio,Data visualization
Agile,Airflow,Crypto,JSON,MongoDB,Neo4j,NoSQL
Computer Science,Data quality,Excel,Machine Learning,Statistics,N/A,N/A
Banking,Big Data,BigQuery,Data analysis,Economics,Engineering,Excel
Computer Science,Data Mining,Data visualization,Engineering,Machine Learning,Mathematics,ML models
AWS,Banking,Data analysis,Deep Learning,Docker,Engineering,Feature engineering
Architecture,Computer Science,Deep Learning,Engineering,GPU,PhD,Privacy
CX,Data Analytics,Excel,Research,Testing,Travel,N/A
Agile,Big Data,Data pipelines,Data warehouse,ETL,GCP,Google Cloud
APIs,Computer Science,Consulting,CX,Data quality,ETL,Jira
Agile,AWS,Big Data,Computer Science,Data Analytics,Data pipelines,DevOps
Architecture,Big Data,Business Intelligence,Data Analytics,Data Mining,ETL,Hadoop
Architecture,AWS,Business Intelligence,CI/CD,Deep Learning,Docker,DynamoDB
Agile,Azure,Business Intelligence,Computer Science,DevOps,Engineering,Git
Airflow,AWS,Data management,Data quality,Excel,JavaScript,JSON
Architecture,AWS,Big Data,Cassandra,DynamoDB,EC2,Engineering
Architecture,Consulting,Databricks,Data Warehousing,Engineering,Excel,Hadoop
Engineering,KPIs,Looker,SQL,N/A,N/A,N/A
A/B testing,BigQuery,Computer Science,Data analysis,Data Analytics,Engineering,GCP
Agile,Airflow,Architecture,AWS,Azure,CI/CD,Classification
A/B testing,Agile,Architecture,Big Data,Business Intelligence,Classification,Computer Science
Azure,Big Data,Business Intelligence,Data analysis,Databricks,Econometrics,Economics
Excel,Research,SQL,Tableau,N/A,N/A,N/A
Agile,AWS,Azure,Data governance,Data quality,DevOps,Docker
Agile,AWS,Business Intelligence,Data visualization,ETL,Finance,NoSQL
Big Data,Business Intelligence,CX,Data pipelines,Engineering,Oracle,PHP
Computer Science,Elasticsearch,Engineering,Machine Learning,SQL,Statistics,Testing
Banking,Blockchain,Crypto,Data pipelines,Engineering,Machine Learning,Pipelines
Computer Science,Computer Vision,Deep Learning,Drones,Engineering,Machine Learning,Prototyping
Data analysis,DevOps,ELK,Kibana,MongoDB,MySQL,Privacy
Architecture,Computer Science,Deep Learning,Distributed Systems,Docker,E-commerce,GCP
Data management,Engineering,GCP,Statistics,Testing,N/A,N/A
Business Intelligence,Computer Science,Consulting,E-commerce,Power BI,Python,SQL
Bayesian,Causal inference,Computer Science,Data visualization,Economics,Engineering,Genetics
Business Intelligence,Economics,Excel,Genetics,Research,Statistics,N/A
Anaconda,AWS,Data analysis,Data governance,Machine Learning,Metabase,Open Source
Agile,Architecture,Azure,BigQuery,Bigtable,Bitbucket,Business Intelligence
Bayesian,Causal inference,Computer Science,Data visualization,Economics,Engineering,Genetics
Business Intelligence,Economics,Excel,Genetics,Market research,Research,N/A
APIs,JavaScript,JSON,XML,N/A,N/A,N/A
Data pipelines,ETL,Excel,Machine Learning,ML models,OOP,Pipelines
Agile,Clustering,Consulting,Databricks,Data management,Data Mining,Engineering
Machine Learning,OOP,PhD,Python,Research,Testing,N/A
Blockchain,Computer Science,Crypto,Engineering,Finance,Machine Learning,ML models
Engineering,GitHub,N/A,N/A,N/A,N/A,N/A
Data analysis,Data pipelines,EDA,Engineering,Feature engineering,Finance,Machine Learning
Classification,Computer Science,Computer Vision,Deep Learning,Drones,Engineering,Generative modeling
Airflow,Business Intelligence,Dagster,Data governance,Engineering,Kafka,Machine Learning
Computer Science,Data quality,Engineering,Mathematics,Python,SAS,SQL
